NDB_No;Shrt_Desc;Water_(g);Energ_Kcal;Protein_(g);Lipid_Tot_(g);Carbohydrt_(g);Fiber_TD_(g);Sugar_Tot_(g);Iron_(mg);Cholestrl_(mg)
11394;POTATOES,FRENCH FR,SHOESTRING,SALT ADDED IN PROC,FRZ,AS PRCH;6451;167;216;624;2559;23;2;72;0
11395;POTATOES,FRENCH FR,SHOESTRNG,SALT ADDED IN PROC,FRZ,OVEN-HTD;5662;199;29;676;3166;28;31;8;0
11411;POTATOES,FRENCH FR,STK FRIES,SALT ADDED IN PROC,FRZ,AS PRCH;6929;133;219;339;2351;19;2;65;0
11412;POTATOES,FRENCH FR,STK FRIES,SALT ADDED IN PROC,FRZ,OVEN-HTD;6485;152;257;376;2698;26;25;64;0
11406;POTATOES,FRNCH FR,CTTG-CUT,SALT NOT ADDED,FRZ,AS PRCH;6682;153;242;578;2398;3;;105;0
11840;POTATOES,FRZ,FRCH FR,PAR FR,CTTGE-CUT,PREP,HTD OVEN,W/SALT;529;218;344;82;3403;32;;149;0
11409;POTATOES,FRZ,FRCH FR,PAR FR,EXTRUDED,PREP,HTD OVEN,WO/SALT;354;333;355;1871;3968;32;;166;0
11408;POTATOES,FRZ,FRENCH FR,PAR FR,EXTRUDED,UNPREP;4994;260;283;1495;3015;29;;132;0
11837;POTATOES,FRZ,WHL,CKD,BLD,DRND,W/SALT;828;63;198;13;1393;14;;84;0
11401;POTATOES,FRZ,WHL,CKD,BLD,DRND,WO/SALT;828;65;198;13;1452;14;;84;0
11400;POTATOES,FRZ,WHL,UNPREP;793;78;238;16;1747;12;78;101;0
11391;POTATOES,HASH BROWN,FRZ,PLN,PREP,PAN FRIED IN CANOLA OIL;5595;219;265;1159;2851;32;27;54;0
11390;POTATOES,HASH BROWN,FRZ,PLN,UNPREP;7885;82;206;62;1772;14;;98;
11393;POTATOES,HASH BROWN,FRZ,W/ BUTTER SAU,PREP;6371;178;246;879;2413;38;;99;23
11392;POTATOES,HASH BROWN,FRZ,W/ BUTTER SAU,UNPREP;7251;135;187;666;1828;29;;75;
11370;POTATOES,HASH BROWN,HOME-PREPARED;4725;265;3;1252;3511;32;149;55;0
11675;POTATOES,MICROWAVED,CKD IN SKN,FLESH&SKN,WO/SALT;7204;105;244;1;2424;23;;124;0
11835;POTATOES,MICROWAVED,CKD IN SKN,FLESH,W/SALT;7355;100;21;1;2328;16;;41;0
11368;POTATOES,MICROWAVED,CKD IN SKN,FLESH,WO/SALT;7355;100;21;1;2328;16;;41;0
11369;POTATOES,MICROWAVED,CKD IN SKN,SKN,WO/SALT;635;132;439;1;2963;55;;594;0
11834;POTATOES,MICROWAVED,CKD,IN SKN,FLESH&SKN,W/SALT;7204;105;244;1;2424;23;;124;0
11836;POTATOES,MICROWAVED,CKD,IN SKN,SKN W/SALT;635;132;439;1;2963;55;;594;0
11378;POTATOES,MSHD,DEHYD,FLAKES WO/MILK,DRY FORM;658;354;834;41;8117;66;336;121;0
11382;POTATOES,MSHD,DEHYD,GRANULES W/MILK,DRY FORM;63;357;109;11;777;66;337;35;2
11380;POTATOES,MSHD,DEHYD,GRANULES WO/MILK,DRY FORM;363;372;822;54;8551;71;347;109;0
11381;POTATOES,MSHD,DEHYD,PREP FR GRNLS WO/MILK,WHL MILK&BUTTER;7749;108;205;496;1436;22;;19;14
11930;POTATOES,MSHD,DEHYD,PREP FRM FLKS WO/ MILK,WHL MILK&MARG ADD;763;113;19;56;1502;23;;22;4
11379;POTATOES,MSHD,DEHYD,PREP FROM FLAKES WO/ MILK,WHL MILK & BUT;812;97;177;513;1087;8;161;16;14
11383;POTATOES,MSHD,DEHYD,PREP FROM GRAN W/ MILK,H2O & MARG ADDED;7601;116;213;48;1613;13;174;2;2
11934;POTATOES,MSHD,HOME-PREPARED,WHL MILK & BUTTER ADDED;7561;113;186;422;1681;15;143;26;11
11371;POTATOES,MSHD,HOME-PREPARED,WHL MILK & MARGARINE ADDED;7525;113;196;42;1694;15;141;26;1
11657;POTATOES,MSHD,HOME-PREPARED,WHL MILK ADDED;7848;83;191;57;1757;15;148;27;2
11929;POTATOES,MSHD,PREP FROM GRANULES,WO/MILK,WHL MILK&MARGARINE;7748;108;205;493;144;22;;19;3
11397;POTATOES,O'BRIEN,FRZ,PREP;6196;204;222;1321;2186;17;;96;0
11396;POTATOES,O'BRIEN,FRZ,UNPREP;7997;76;183;14;1747;19;;103;
11671;POTATOES,O'BRIEN,HOME-PREPARED;796;81;235;128;1547;;;47;4
11362;POTATOES,RAW,SKIN;8329;58;257;1;1244;25;;324;0
11358;POTATOES,RED,FLESH & SKN,BKD;7667;89;23;15;1959;18;143;7;0
11355;POTATOES,RED,FLESH & SKN,RAW;8096;70;189;14;159;17;129;73;0
11361;POTATOES,RSTD,SALT ADDED IN PROCESSING,FRZ,UNPREP;6808;130;222;181;2615;26;69;5;0
11356;POTATOES,RUSSET,FLESH & SKN,BKD;7445;97;263;13;2144;23;108;107;0
11353;POTATOES,RUSSET,FLESH & SKN,RAW;7858;79;214;8;1807;13;62;86;0
11387;POTATOES,SCALLPD,DRY MIX,PREP W/H2O,WHL MILK&BUTTER;7917;93;212;43;1277;11;;38;11
11386;POTATOES,SCALLPD,DRY MIX,UNPREP;622;358;777;459;7393;86;;201;5
11372;POTATOES,SCALLPD,HOME-PREPARED W/BUTTER;8094;88;287;368;1078;19;;57;12
11844;POTATOES,SCALLPD,HOME-PREPARED W/MARGARINE;8094;88;287;368;1078;19;;57;6
11357;POTATOES,WHITE,FLESH & SKN,BKD;7543;94;21;15;2108;21;153;64;0
11354;POTATOES,WHITE,FLESH & SKN,RAW;8158;69;168;1;1571;24;115;52;0
5301;POULTRY,MECHANICALLY DEBONED,FROM BACKS&NECKS W/SKN,RAW;6266;272;1139;2473;0;0;;157;130
5302;POULTRY,MECHANICALLY DEBONED,FROM BACKS&NECKS WO/SKN,RAW;6929;199;1379;1548;0;0;;173;104
5303;POULTRY,MECHANICALLY DEBONED,FROM MATURE HENS,RAW;6295;243;1472;1998;0;0;;122;143
9287;PRICKLY PEARS,RAW;8755;41;73;51;957;36;;3;0
10876;PRK,CRD,HAM W/ NAT JUCS,SPRL SLC,MEAT ONLY,BNLES,LN,HTD,RSTD;6947;126;2256;378;108;0;108;84;63
1224;PROTEIN SUPP,MILK BSD,MUSCLE MILK LT,PDR;12;396;50;12;22;2;4;12;10
1223;PROTEIN SUPP,MILK BSD,MUSCLE MILK,PDR;15;411;4571;1714;185;71;571;857;21
9423;PRUNE PUREE;30;257;21;2;651;33;39;28;0
9288;PRUNES,CND,HVY SYRUP PK,SOL&LIQUIDS;7067;105;87;2;278;38;;41;0
9290;PRUNES,DEHYD (LOW-MOISTURE),STWD;6799;113;123;24;297;;;117;0
9289;PRUNES,DEHYD (LOW-MOISTURE),UNCKD;4;339;37;73;8907;;;352;0
9295;PUMMELO,RAW;891;38;76;4;962;1;;11;0
11417;PUMPKIN FLOWERS,CKD,BLD,DRND,WO/SALT;952;15;109;8;33;9;24;88;0
11416;PUMPKIN FLOWERS,RAW;9515;15;103;7;328;;;7;0
11848;PUMPKIN LEAVES,CKD,BLD,DRND,W/ SALT;9251;21;272;22;339;27;69;32;0
11419;PUMPKIN LEAVES,CKD,BLD,DRND,WO/SALT;9251;21;272;22;339;27;69;32;0
11418;PUMPKIN LEAVES,RAW;9288;19;315;4;233;;;222;0
11426;PUMPKIN PIE MIX,CANNED;7149;104;109;13;2639;83;;106;0
12014;PUMPKIN&SQUASH SD KRNLS,DRIED;523;559;3023;4905;1071;6;14;882;0
12016;PUMPKIN&SQUASH SD KRNLS,RSTD,WO/SALT;203;574;2984;4905;1471;65;129;807;0
11846;PUMPKIN,CANNED,WITH SALT;8997;34;11;28;809;29;33;139;0
11845;PUMPKIN,CKD,BLD,DRND,W/SALT;9369;18;72;7;431;11;208;57;0
11423;PUMPKIN,CKD,BLD,DRND,WO/SALT;9369;20;72;7;49;11;208;57;0
11424;PUMPKIN,CND,WO/SALT;8997;34;11;28;809;29;33;139;0
11847;PUMPKIN,FLOWERS,CKD,BLD,DRND,W/SALT;952;15;109;8;318;9;24;88;0
11422;PUMPKIN,RAW;916;26;1;1;65;5;276;8;0
11849;PURSLANE,CKD,BLD,DRND,W/SALT;9352;18;149;19;355;;;77;0
11428;PURSLANE,CKD,BLD,DRND,WO/SALT;9352;18;149;19;355;;;77;0
11427;PURSLANE,RAW;9286;20;203;36;339;;;199;0
5159;QUAIL,BREAST,MEAT ONLY,RAW;7167;123;2259;299;0;0;;231;58
43282;QUAIL,COOKED,TOTAL EDIBLE;60;227;251;141;0;0;0;443;86
5157;QUAIL,MEAT AND SKIN,RAW;6965;192;1963;1205;0;0;;397;76
5158;QUAIL,MEAT ONLY,RAW;7003;134;2176;453;0;0;;451;70
9296;QUINCES,RAW;838;57;4;1;153;19;;7;0
11952;RADICCHIO,RAW;9314;23;143;25;448;9;6;57;0
11676;RADISH SEEDS,SPROUTED,RAW;9007;43;381;253;36;;;86;0
11850;RADISHES,ORIENTAL,CKD,BLD,DRND,W/SALT;9504;17;67;24;343;16;183;15;0
11431;RADISHES,ORIENTAL,CKD,BLD,DRND,WO/SALT;9504;17;67;24;343;16;183;15;0
11432;RADISHES,ORIENTAL,DRIED;1968;271;79;72;6337;239;3732;673;0
11430;RADISHES,ORIENTAL,RAW;9462;18;6;1;41;16;25;4;0
11429;RADISHES,RAW;9527;16;68;1;34;16;186;34;0
11637;RADISHES,WHITE ICICLE,RAW;9537;14;11;1;263;14;;8;0
9297;RAISINS,GOLDEN SEEDLESS;1497;302;339;46;7952;4;5919;179;0
9299;RAISINS,SEEDED;1657;296;252;54;7847;68;;259;0
9298;RAISINS,SEEDLESS;1543;299;307;46;7918;37;5919;188;0
9301;RAMBUTAN,CND,SYRUP PK;7804;82;65;21;2087;9;;35;0
9304;RASPBERRIES,CND,RED,HVY SYRUP PK,SOL&LIQUIDS;7533;91;83;12;2336;33;2006;42;0
9306;RASPBERRIES,FRZ,RED,SWTND;7275;103;7;16;2616;44;2176;65;0
9518;RASPBERRIES,FRZ,UNSWTND;8575;52;12;65;1194;65;442;69;0
9302;RASPBERRIES,RAW;8575;52;12;65;1194;65;442;69;0
1200;REDDI WIP FAT FREE WHIPPED TOPPING;6644;149;3;5;25;4;16;3;16
9309;RHUBARB,FROZEN,UNCOOKED;9351;21;55;11;51;18;11;29;0
9310;RHUBARB,FRZ,CKD,W/SUGAR;6779;116;39;5;312;2;287;21;0
9307;RHUBARB,RAW;9361;21;9;2;454;18;11;22;0
9312;ROSE-APPLES,RAW;93;25;6;3;57;;;7;0
9311;ROSELLE,RAW;8658;49;96;64;1131;;;148;0
9428;ROWAL,RAW;714;111;23;2;239;62;141;22;
5363;RUFFED GROUSE,BREAST MEAT,SKINLESS,RAW;7293;112;2594;88;0;0;0;58;40
11851;RUTABAGAS,CKD,BLD,DRND,W/SALT;9154;30;93;18;684;18;395;18;0
11436;RUTABAGAS,CKD,BLD,DRND,WO/SALT;9154;30;93;18;684;18;395;18;0
11435;RUTABAGAS,RAW;8943;37;108;16;862;23;446;44;0
11437;SALSIFY,(VEG OYSTER),RAW;77;82;33;2;186;33;;7;0
11852;SALSIFY,CKD,BLD,DRND,W/SALT;81;68;273;17;1536;31;29;55;0
11438;SALSIFY,CKD,BLD,DRND,WO/SALT;81;68;273;17;1536;31;29;55;0
9313;SAPODILLA,RAW;78;83;44;11;1996;53;;8;0
9314;SAPOTE,MAMEY,RAW;6487;124;145;46;321;54;2014;78;0
11439;SAUERKRAUT,CND,SOL&LIQUIDS;9252;19;91;14;428;29;178;147;0
7004;SAUSAGE  BERLINER  PORK  BF;6097;230;1527;172;259;0;235;115;46
7089;SAUSAGE,ITALIAN,PORK,CKD;4713;344;1912;2731;427;1;186;143;57
7036;SAUSAGE,ITALIAN,PORK,RAW;5108;346;1425;3133;65;0;;118;76
11663;SEAWEED,AGAR,DRIED;868;306;621;3;8088;77;297;214;0
11442;SEAWEED,AGAR,RAW;9132;26;54;3;675;5;28;186;0
11444;SEAWEED,IRISHMOSS,RAW;8134;49;151;16;1229;13;61;89;0
11445;SEAWEED,KELP,RAW;8158;43;168;56;957;13;6;285;0
11446;SEAWEED,LAVER,RAW;8503;35;581;28;511;3;49;18;0
11667;SEAWEED,SPIRULINA,DRIED;468;290;5747;772;239;36;31;285;0
11666;SEAWEED,SPIRULINA,RAW;9067;26;592;39;242;4;3;279;0
11669;SEAWEED,WAKAME,RAW;7999;45;303;64;914;5;65;218;0
12005;SEEDS,BREADNUT TREE SEEDS,DRIED;65;367;862;168;7939;149;;46;0
12004;SEEDS,BREADNUT TREE SEEDS,RAW;45;217;597;99;4628;;;209;0
12012;SEEDS,HEMP SD,HULLED;496;553;3156;4875;867;4;15;795;0
11922;SESBANIA FLOWER,CKD,STMD,W/SALT;933;21;114;5;51;;;56;0
11448;SESBANIA FLOWER,CKD,STMD,WO/SALT;933;22;114;5;523;;;56;0
11447;SESBANIA FLOWER,RAW;9158;27;128;4;673;;;84;0
11640;SHALLOTS,FREEZE-DRIED;2;348;123;5;807;157;3816;6;0
11677;SHALLOTS,RAW;798;72;25;1;168;32;787;12;0
16259;SILK BANANA-STRAWBERRY SOY YOGURT;7818;88;235;118;1706;6;1059;64;0
16256;SILK BLACK CHERRY SOY YOGURT;7818;88;235;118;1706;6;1176;64;0
16257;SILK BLUEBERRY SOY YOGURT;7818;88;235;118;1706;6;1235;64;0
16247;SILK CHAI,SOYMILK;8762;53;247;144;782;0;576;44;0
16237;SILK CHOC,SOYMILK;8639;58;206;144;947;8;782;59;0
16249;SILK COFFEE,SOYMILK;8556;62;206;144;1029;0;947;0;0
16258;SILK KEY LIME SOY YOGURT;7759;88;235;118;1765;6;1235;64;0
16240;SILK LT CHOC,SOYMILK;8763;49;206;62;905;8;782;59;0
16238;SILK LT PLN,SOYMILK;9277;29;247;82;329;4;247;44;0
16239;SILK LT VANILLA,SOYMILK;9195;33;247;82;412;4;288;44;0
16248;SILK MOCHA,SOYMILK;868;58;206;144;905;0;741;44;0
16246;SILK NOG,SOYMILK;8296;74;246;164;123;0;984;3;0
16255;SILK PEACH SOY YOGURT;7641;94;235;118;1882;6;1471;64;0
16252;SILK PLN SOY YOGURT;8467;66;264;176;969;4;529;;0
16235;SILK PLN,SOYMILK;9153;41;288;165;329;4;247;44;0
16243;SILK PLUS FIBER,SOYMILK;8969;41;247;144;576;21;288;44;0
16242;SILK PLUS FOR BONE HEALTH,SOYMILK;9092;41;247;144;453;8;288;44;0
16241;SILK PLUS OMEGA-3 DHA,SOYMILK;9113;45;288;206;329;4;247;44;0
16254;SILK RASPBERRY SOY YOGURT;7759;88;235;118;1765;6;1294;64;0
16253;SILK STRAWBERRY SOY YOGURT;77;94;235;118;1824;6;1294;64;0
16244;SILK UNSWTND,SOYMILK;9318;33;288;165;165;4;41;44;0
16250;SILK VANILLA SOY YOGURT (FAMILY SIZE);807;79;264;176;1366;4;1057;48;0
16251;SILK VANILLA SOY YOGURT (SINGLE SERVING SIZE);7935;88;294;176;1471;6;1059;85;0
16236;SILK VANILLA,SOYMILK;9132;41;247;144;412;4;288;44;0
16245;SILK VERY VANILLA,SOYMILK;8741;53;247;165;782;4;658;44;0
1180;SOUR CREAM,FAT FREE;806;74;31;0;156;0;39;0;9
1179;SOUR CREAM,LIGHT;781;136;35;106;71;0;22;7;35
1178;SOUR CREAM,REDUCED FAT;71;181;7;141;7;0;3;6;35
1074;SOUR CRM,IMITN,CULTURED;7115;208;24;1952;663;0;663;39;0
9315;SOURSOP,RAW;8116;66;1;3;1684;33;1354;6;0
11450;SOYBEANS,GREEN,RAW;675;147;1295;68;1105;42;;355;0
11853;SOYBEANS,GRN,CKD,BLD,DRND,W/SALT;686;141;1235;64;1105;42;;25;0
11451;SOYBEANS,GRN,CKD,BLD,DRND,WO/SALT;686;141;1235;64;1105;42;;25;0
11454;SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED;672;125;131;71;94;8;;4;0
11924;SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STIR-FRIED,W/SALT;672;125;131;71;94;8;;4;0
11453;SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD;7945;81;847;445;653;8;52;131;0
11923;SOYBEANS,MATURE SEEDS,SPROUTED,CKD,STMD,W/SALT;7945;81;847;445;653;8;43;131;0
11452;SOYBEANS,MATURE SEEDS,SPROUTED,RAW;6905;122;1309;67;957;11;;21;0
16223;SOYMILK (ALL FLAVORS),ENHANCED;9098;45;294;199;345;4;253;49;0
16229;SOYMILK (ALL FLAVORS),LOWFAT,W/ ADDED CA,VITAMINS A & D;8989;43;165;62;72;8;35;44;0
16230;SOYMILK (ALL FLAVORS),NONFAT,W/ ADDED CA,VITAMINS A & D;9267;28;247;4;414;2;365;35;0
16222;SOYMILK (ALL FLAVORS),UNSWTND,W/ ADDED CA,VITAMINS A & D;9314;33;286;161;174;5;41;46;0
16227;SOYMILK,CHOC & OTHER FLAVORS,LT,W/ ADDED CA,VITAMINS A & D;8838;47;21;64;824;7;713;59;0
16231;SOYMILK,CHOC,NONFAT,W/ ADDED CA,VITAMINS A & D;8838;44;247;4;851;2;365;35;0
16166;SOYMILK,CHOC,UNFORTIFIED;8561;63;226;153;995;4;786;48;0
16168;SOYMILK,CHOC,W/ ADDED CA,VITAMINS A & D;8561;63;226;153;995;4;786;48;0
16228;SOYMILK,ORIGINAL & VANILLA,LT,UNSWTND,W/ ADDED CA,VIT A & D;9203;34;262;85;385;6;41;46;0
16225;SOYMILK,ORIGINAL & VANILLA,LT,W/ ADDED CA,VITAMINS A & D;9269;30;238;77;351;3;261;43;0
16120;SOYMILK,ORIGINAL & VANILLA,UNFORTIFIED;8805;54;327;175;628;6;399;64;0
16139;SOYMILK,ORIGINAL & VANILLA,W/ ADDED CA,VITAMINS A & D;9036;43;26;147;492;2;365;42;0
11658;SPINACH SOUFFLE;7073;172;789;1295;59;7;185;119;118
11854;SPINACH,CKD,BLD,DRND,W/SALT;9121;23;297;26;375;24;43;357;0
11458;SPINACH,CKD,BLD,DRND,WO/ SALT;9121;23;297;26;375;24;43;357;0
11855;SPINACH,CND,NO SALT,SOL&LIQUIDS;9322;19;211;37;292;22;33;158;0
11461;SPINACH,CND,REG PK,DRND SOL;9178;23;281;5;34;24;4;23;0
11459;SPINACH,CND,REG PK,SOL&LIQUIDS;9322;19;211;37;292;16;33;158;0
11856;SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,W/SALT;8894;34;401;87;48;37;51;196;0
11464;SPINACH,FRZ,CHOPD OR LEAF,CKD,BLD,DRND,WO/SALT;8894;34;401;87;48;37;51;196;0
11463;SPINACH,FRZ,CHOPD OR LEAF,UNPREP;9017;29;363;57;421;29;65;189;0
11457;SPINACH,RAW;914;23;286;39;363;22;42;271;0
5162;SQUAB,(PIGEON),LT MEAT WO/SKN,RAW;7282;134;2176;452;0;0;;231;90
5161;SQUAB,(PIGEON),MEAT ONLY,RAW;728;142;175;75;0;0;;451;90
5160;SQUAB,(PIGEON),MEAT&SKN,RAW;566;294;1847;238;0;0;;354;95
11857;SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,W/SALT;937;20;91;31;431;14;259;36;0
11642;SQUASH,SMMR,ALL VAR,CKD,BLD,DRND,WO/SALT;937;20;91;31;431;14;259;36;0
11641;SQUASH,SMMR,ALL VAR,RAW;9464;16;121;18;335;11;22;35;0
11468;SQUASH,SMMR,CROOKNECK & STRAIGHTNECK,CKD,BLD,DRND,WO/ SALT;9425;23;104;39;379;11;248;37;0
11858;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CKD,BLD,DRND,W/SALT;9425;19;104;39;379;11;248;37;0
11471;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,CND,DRND,SOLID,WO/SALT;9604;13;61;7;296;14;119;71;0
11859;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,W/SALT;9224;25;128;2;554;14;233;52;0
11474;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,CKD,BLD,DRND,WO/SALT;9224;25;128;2;554;14;233;52;0
11473;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,FRZ,UNPREP;9366;20;83;14;48;12;;48;0
11467;SQUASH,SMMR,CROOKNECK&STRAIGHTNECK,RAW;9428;19;101;27;388;1;288;44;0
11860;SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,W/SALT;95;16;103;17;33;19;15;33;0
11476;SQUASH,SMMR,SCALLOP,CKD,BLD,DRND,WO/SALT;95;16;103;17;33;19;15;33;0
11861;SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,W/SALT;9522;15;114;36;269;1;171;37;0
11478;SQUASH,SMMR,ZUCCHINI,INCL SKN,CKD,BLD,DRND,WO/SALT;9522;15;114;36;269;1;171;37;0
11862;SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,W/SALT;9474;14;115;13;297;13;169;48;0
11480;SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,CKD,BLD,DRND,WO/SALT;9474;17;115;13;356;13;169;48;0
11479;SQUASH,SMMR,ZUCCHINI,INCL SKN,FRZ,UNPREP;947;17;116;13;358;13;171;51;0
11477;SQUASH,SMMR,ZUCCHINI,INCL SKN,RAW;9479;17;121;32;311;1;25;37;0
11481;SQUASH,SMMR,ZUCCHINI,ITALIAN STYLE,CND;9061;29;103;11;685;;;68;0
11475;SQUASH,SUMMER,SCALLOP,RAW;9418;18;12;2;384;12;239;4;0
11482;SQUASH,WINTER,ACORN,RAW;8778;40;8;1;1042;15;;7;0
11489;SQUASH,WINTER,HUBBARD,RAW;88;40;2;5;87;39;395;4;0
11864;SQUASH,WNTR,ACORN,CKD,BKD,W/SALT;829;56;112;14;1458;44;;93;0
11483;SQUASH,WNTR,ACORN,CKD,BKD,WO/SALT;829;56;112;14;1458;44;;93;0
11865;SQUASH,WNTR,ACORN,CKD,BLD,MSHD,W/SALT;897;34;67;8;879;26;;56;0
11484;SQUASH,WNTR,ACORN,CKD,BLD,MSHD,WO/SALT;897;34;67;8;879;26;;56;0
11863;SQUASH,WNTR,ALL VAR,CKD,BKD,W/SALT;8921;37;89;35;885;28;33;44;0
11644;SQUASH,WNTR,ALL VAR,CKD,BKD,WO/SALT;8921;37;89;35;885;28;33;44;0
11643;SQUASH,WNTR,ALL VAR,RAW;8976;34;95;13;859;15;22;58;0
11866;SQUASH,WNTR,BUTTERNUT,CKD,BKD,W/SALT;878;40;9;9;1049;32;197;6;0
11486;SQUASH,WNTR,BUTTERNUT,CKD,BKD,WO/SALT;878;40;9;9;1049;32;197;6;0
11867;SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,W/SALT;878;39;123;7;1004;;;58;0
11488;SQUASH,WNTR,BUTTERNUT,FRZ,CKD,BLD,WO/SALT;878;39;123;7;1005;;;58;0
11487;SQUASH,WNTR,BUTTERNUT,FRZ,UNPREP;825;57;176;1;1441;13;283;88;0
11485;SQUASH,WNTR,BUTTERNUT,RAW;8641;45;1;1;1169;2;22;7;0
11868;SQUASH,WNTR,HUBBARD,BKD,W/ SALT;851;50;248;62;1081;49;49;47;0
11490;SQUASH,WNTR,HUBBARD,BKD,WO/ SALT;851;50;248;62;1081;49;49;47;0
11869;SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,W/SALT;911;30;148;37;646;29;293;28;0
11491;SQUASH,WNTR,HUBBARD,CKD,BLD,MSHD,WO/SALT;911;30;148;37;646;29;293;28;0
11870;SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,W/SALT;923;27;66;26;646;14;253;34;0
11493;SQUASH,WNTR,SPAGHETTI,CKD,BLD,DRND,OR BKD,WO/SALT;923;27;66;26;646;14;253;34;0
11492;SQUASH,WNTR,SPAGHETTI,RAW;916;31;64;57;691;15;276;31;0
11953;SQUASH,ZUCCHINI,BABY,RAW;9273;21;271;4;311;11;;79;0
9317;STRAWBERRIES,CND,HVY SYRUP PK,SOL&LIQUIDS;7535;92;56;26;2353;17;2183;49;0
9320;STRAWBERRIES,FRZ,SWTND,SLICED;7318;96;53;13;2592;19;2401;59;0
9319;STRAWBERRIES,FRZ,SWTND,WHL;7805;78;52;14;21;19;1861;47;0
9318;STRAWBERRIES,FRZ,UNSWTND;8997;35;43;11;913;21;456;75;0
9316;STRAWBERRIES,RAW;9095;32;67;3;768;2;489;41;0
11871;SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,W/SALT;6837;111;507;8;2437;;;152;0
11496;SUCCOTASH,(CORN&LIMAS),CKD,BLD,DRND,WO/SALT;6837;115;507;8;2438;45;;152;0
11497;SUCCOTASH,(CORN&LIMAS),CND,W/CRM STYLE CORN;7817;77;264;54;1761;3;;55;0
11499;SUCCOTASH,(CORN&LIMAS),CND,W/WHL KERNEL CORN,SOL&LIQUIDS;8196;63;26;49;1398;26;;53;0
11872;SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,W/SALT;741;93;431;89;1995;41;221;89;0
11502;SUCCOTASH,(CORN&LIMAS),FRZ,CKD,BLD,DRND,WO/SALT;741;93;431;89;1995;41;221;89;0
11501;SUCCOTASH,(CORN&LIMAS),FRZ,UNPREP;7411;93;431;89;1994;4;;94;0
11495;SUCCOTASH,(CORN&LIMAS),RAW;731;99;503;102;1959;38;;183;0
9321;SUGAR-APPLES,(SWEETSOP),RAW;7323;94;206;29;2364;44;;6;0
11873;SWAMP CABBAGE (SKUNK CABBAGE),CKD,BLD,DRND,W/ SALT;9293;20;208;24;37;19;;132;0
11504;SWAMP CABBAGE (SKUNK CABBAGE),CKD,BLD,DRND,WO/ SALT;9293;20;208;24;37;19;;132;0
11503;SWAMP CABBAGE,(SKUNK CABBAGE),RAW;9247;19;26;2;314;21;;167;0
11874;SWEET POTATO LEAVES,CKD,STMD,W/ SALT;892;35;218;34;738;19;548;63;0
11506;SWEET POTATO LEAVES,CKD,STMD,WO/ SALT;892;41;218;34;738;19;548;63;0
11505;SWEET POTATO LEAVES,RAW;8681;42;249;51;882;53;;97;0
11875;SWEET POTATO,CKD,BKD IN SKN,FLESH,W/ SALT;7578;92;201;15;2071;33;648;69;0
11508;SWEET POTATO,CKD,BKD IN SKN,FLESH,WO/ SALT;7578;90;201;15;2071;33;648;69;0
11510;SWEET POTATO,CKD,BLD,WO/ SKN;8013;76;137;14;1772;25;574;72;0
11876;SWEET POTATO,CKD,BLD,WO/ SKN,W/ SALT;8013;76;137;14;1772;25;574;72;0
11659;SWEET POTATO,CKD,CANDIED,HOME-PREPARED;6275;164;89;354;3212;21;2725;79;9
11514;SWEET POTATO,CND,MSHD;7388;101;198;2;2319;17;545;133;0
11647;SWEET POTATO,CND,SYRUP PK,DRND SOL;7247;108;128;32;2536;3;574;95;0
11645;SWEET POTATO,CND,SYRUP PK,SOL & LIQUIDS;7739;89;98;2;2093;25;154;8;0
11877;SWEET POTATO,FRZ,CKD,BKD,W/ SALT;737;100;171;12;234;18;;54;0
11517;SWEET POTATO,FRZ,CKD,BKD,WO/ SALT;737;100;171;12;234;18;917;54;0
11516;SWEET POTATO,FRZ,UNPREP;7489;96;171;18;2222;17;;53;0
11507;SWEET POTATO,RAW,UNPREP;7728;86;157;5;2012;3;418;61;0
11512;SWEETPOTATO,CND,VACUUM PK;7603;91;165;2;2112;18;5;89;0
9322;TAMARINDS,RAW;314;239;28;6;625;51;388;28;0
9219;TANGERINES,(MANDARIN ORANGES),CND,JUC PK;8951;37;62;3;957;7;887;27;0
9383;TANGERINES,(MANDARIN ORANGES),CND,JUC PK,DRND;8951;38;75;4;941;12;825;27;0
